"Title","Description","RDataPath","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Tags","ResourceName"
"IRB_SumExp","SummarizedExperiment object containing  breast cancer patients from Dana Farber Cancer Institute","MetaGxBreast/summarizedExperiments/v1/IRB.rda","3.8","Affymetrix HGU GPL570","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE5460","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","IRB.rda"
"KOO_SumExp","SummarizedExperiment object containing  breast cancer patients from Koo Foundation Sun Yat-Sen Cancer Centre (Taiwan)","MetaGxBreast/summarizedExperiments/v1/KOO.rda","3.8","Affymetrix HGU95","RData","Unavailable","Feb 02 2018","Homo sapiens",9606,FALSE,"NA","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","KOO.rda"
"LUND_SumExp","SummarizedExperiment object containing  breast cancer patients from Lund University Hospital (Sweden)","MetaGxBreast/summarizedExperiments/v1/LUND.rda","3.8","Swegene GPL14373","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE31863","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","LUND.rda"
"LUND2_SumExp","SummarizedExperiment object containing  breast cancer patients from Lund University Hospital (Sweden)","MetaGxBreast/summarizedExperiments/v1/LUND2.rda","3.8","Swegene GPL3883","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE5325","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","LUND2.rda"
"MAINZ_SumExp","SummarizedExperiment object containing  breast cancer patients from Mainz hospital (Germany)","MetaGxBreast/summarizedExperiments/v1/MAINZ.rda","3.8","Affymetrix HGU GPL96","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE11121","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","MAINZ.rda"
"MAQC2_SumExp","SummarizedExperiment object containing  breast cancer patients from Microarray quality control consortium (United States)","MetaGxBreast/summarizedExperiments/v1/MAQC2.rda","3.8","Affymetrix HGU GPL96///GPL570///GPL1261","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE20194","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","MAQC2.rda"
"MCCC_SumExp","SummarizedExperiment object containing  breast cancer patients from Peter MacCallum Cancer Centre (Australia)","MetaGxBreast/summarizedExperiments/v1/MCCC.rda","3.8","Illumina GPL6106","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE19177","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","MCCC.rda"
"MDA4_SumExp","SummarizedExperiment object containing  breast cancer patients from MD Anderson Cancer Center (United States)","MetaGxBreast/summarizedExperiments/v1/MDA4.rda","3.8","Affymetrix HGU","RData","http://bioinformatics.mdanderson.org/pubdata.html","Feb 02 2018","Homo sapiens",9606,FALSE,"MDAnderson","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","MDA4.rda"
"METABRIC_SumExp","SummarizedExperiment object containing  2,000 clinically annotated primary fresh-frozen breast cancer specimens from tumour banks in the UK and Canada","MetaGxBreast/summarizedExperiments/v1/METABRIC.rda","3.8","Affymetrix HGU GPL96","RData","https://www.ebi.ac.uk/ega/studies/EGAS00000000083","Feb 02 2018","Homo sapiens",9606,FALSE,"EGA","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","METABRIC.rda"
"MSK_SumExp","SummarizedExperiment object containing  breast cancer patients from Memorial Sloan-Kettering (United States)","MetaGxBreast/summarizedExperiments/v1/MSK.rda","3.8","Operon GPL6486","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse2603","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","MSK.rda"
"MUG_SumExp","SummarizedExperiment object containing  breast cancer patients from Medical University of Graz (Austria)Medical University of Graz (Austria)","MetaGxBreast/summarizedExperiments/v1/MUG.rda","3.8","Affymetrix HGU GPL96","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse10510","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","MUG.rda"
"NCCS_SumExp","SummarizedExperiment object containing  breast cancer patients from National Cancer Centre of Singapore (Singapore)","MetaGxBreast/summarizedExperiments/v1/NCCS.rda","3.8","In-house cDNA","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse5364","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","NCCS.rda"
"NCI_SumExp","SummarizedExperiment object containing  breast cancer patients from National Cancer Institute (United States)","MetaGxBreast/summarizedExperiments/v1/NCI.rda","3.8","Agilent","RData","Supplemental data from paper Breast cancer classification and prognosis based on gene expression profiles from a population-based study","Feb 02 2018","Homo sapiens",9606,FALSE,"paper supplementary","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","NCI.rda"
"NKI_SumExp","SummarizedExperiment object containing   breast cancer patients from National Kanker Instituut (The Netherlands)","MetaGxBreast/summarizedExperiments/v1/NKI.rda","3.8","Affymetrix HGU GPL570","RData","Not available","Feb 02 2018","Homo sapiens",9606,FALSE,"NA","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","NKI.rda"
"PNC_SumExp","SummarizedExperiment object containing  dataset (GSE20711) Subseries of GSE20713 used to study epigenetic variations link to gene expression","MetaGxBreast/summarizedExperiments/v1/PNC.rda","3.8","Affymetrix HGU GPL97///GPL96","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE20711","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","PNC.rda"
"STK_SumExp","SummarizedExperiment object containing  breast cancer patients from Stockholm","MetaGxBreast/summarizedExperiments/v1/STK.rda","3.8","In-house cDNA GPL180///GPL2776///GPL2777","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse1456","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","STK.rda"
"STNO2_SumExp","SummarizedExperiment object containing  breast cancer patients from Stanford/Norway (United States and Norway)","MetaGxBreast/summarizedExperiments/v1/STNO2.rda","3.8","TCGA","RData","http://smd.princeton.edu/cgi-bin/publication/viewPublication.pl?pub_no=248","Feb 02 2018","Homo sapiens",9606,FALSE,"SMD","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","STNO2.rda"
"TCGA_SumExp","SummarizedExperiment object containing  breast cancer patients from The Cancer Genome Atlas","MetaGxBreast/summarizedExperiments/v1/TCGA.rda","3.8","Affymetrix HGU GPL96","RData","http://cancergenome.nih.gov/","Feb 02 2018","Homo sapiens",9606,FALSE,"TCGA","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","TCGA.rda"
"TRANSBIG_SumExp","SummarizedExperiment object containing  breast cancer atients collected by the TransBIG consortium (Europe)","MetaGxBreast/summarizedExperiments/v1/TRANSBIG.rda","3.8","In-house cDNA","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gsE7390","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","TRANSBIG.rda"
"UCSF_SumExp","SummarizedExperiment object containing  breast cancer patients from University of California, San Francisco (United States)","MetaGxBreast/summarizedExperiments/v1/UCSF.rda","3.8","Agilent GPL885///GPL887///GPL1390","RData","Not available","Feb 02 2018","Homo sapiens",9606,FALSE,"NA","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","UCSF.rda"
"UNC4_SumExp","SummarizedExperiment object containing  breast cancer patients from University of Northern California (United States)","MetaGxBreast/summarizedExperiments/v1/UNC4.rda","3.8","Affymetrix HGU","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse18229","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","UNC4.rda"
"UNT_SumExp","SummarizedExperiment object containing  a cohort of untreated breast cancer patients from the Oxford Radcliffe (United Kingdom) and Karolinska (Sweden) hospital","MetaGxBreast/summarizedExperiments/v1/UNT.rda","3.8","Affymetrix HGU GPL570","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse2990","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","UNT.rda"
"UPP_SumExp","SummarizedExperiment object containing  breast cancer patients from Uppsala hospital (Sweden)","MetaGxBreast/summarizedExperiments/v1/UPP.rda","3.8","Affymetrix HGU","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse3494","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","UPP.rda"
"VDX_SumExp","SummarizedExperiment object containing  breast cancer patients from Veridex (The Netherlands)","MetaGxBreast/summarizedExperiments/v1/VDX.rda","3.8","METABRIC","RData","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse2034; http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse5327","Feb 02 2018","Homo sapiens",9606,FALSE,"GEO","Michael Zon <michaelzon7@gmail.com>","SummarizedExperiment","Rda","breast cancer expression","VDX.rda"
